location,size,total_sqft,bath,price,bhk,price_per_sqft
Lingarajapuram,1 BHK,450.0,1.0,120.0,1,26666.666666666668
Austin Town,1 BHK,600.0,2.0,46.0,1,7666.666666666667
CV Raman Nagar,3 BHK,1590.0,2.0,170.0,3,10691.82389937107
Nagavara,2 BHK,936.0,2.0,80.4,2,8589.74358974359
Banashankari,2 BHK,1181.0,2.0,150.0,2,12701.100762066046
Kengeri,3 BHK,1741.0,3.0,160.0,3,9190.120620333142
JP Nagar,3 BHK,1750.0,3.0,246.0,3,14057.142857142857
Varthur Road,2 BHK,1050.0,2.0,85.4,2,8133.333333333333
Tumkur Road,2 BHK,1027.0,2.0,120.0,2,11684.518013631938
Geleyara Balaga Layout,2 BHK,596.0,2.0,44.0,2,7382.5503355704695
Dollar Scheme Colony,4 BHK,3463.0,6.0,620.0,4,17903.55183367023
Sector 2 HSR Layout,3 BHK,1600.0,3.0,140.0,3,8750.0
Hebbal,4 BHK,2790.0,5.0,396.0,4,14193.548387096775
Sahakara Nagar,2 BHK,1000.0,2.0,120.0,2,12000.0
Varthur,2 BHK,1120.0,2.0,88.48,2,7900.0
Jinkethimmanahalli,2 Bedroom,1200.0,2.0,170.0,2,14166.666666666666
Kothnoor Dinne,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Kasturi Nagar,3 BHK,1570.0,3.0,220.0,3,14012.738853503184
Koramangala,3 BHK,1500.0,3.0,270.0,3,18000.0
Frazer Town,2 BHK,1315.0,2.0,280.0,2,21292.77566539924
Electronic City Phase II,2 BHK,1140.0,2.0,67.68,2,5936.842105263158
Banashankari,2 BHK,1105.0,2.0,180.0,2,16289.592760180996
Electronic City,2 BHK,1200.0,2.0,69.3,2,5775.0
Whitefield,1 BHK,905.0,1.0,124.0,1,13701.657458563535
HSR Layout,4 Bedroom,2400.0,4.0,700.0,4,29166.666666666668
Kudlu Gate,2 BHK,1185.0,2.0,100.0,2,8438.818565400843
Koramangala,2 BHK,1083.0,2.0,200.0,2,18467.220683287167
Rayasandra,3 BHK,1458.0,3.0,120.0,3,8230.45267489712
Hormavu,3 BHK,1555.0,3.0,150.0,3,9646.30225080386
Devi Nagar,2 BHK,1200.0,2.0,90.0,2,7500.0
Sarjapur  Road,2 BHK,1308.0,2.0,117.72,2,9000.0
Kudlu,2 BHK,1024.0,2.0,88.0,2,8593.75
Parappana Agrahara,2 BHK,1194.0,2.0,94.0,2,7872.696817420436
Kanakapura,3 BHK,1450.0,3.0,150.0,3,10344.827586206897
Seegehalli,3 BHK,1639.0,3.0,240.0,3,14643.07504575961
Whitefield,3 BHK,1870.0,3.0,276.0,3,14759.358288770054
Hennur Road,2 BHK,1232.0,2.0,174.0,2,14123.376623376624
Kasavanhalli,3 BHK,1719.0,3.0,368.0,3,21407.79522978476
Chandapura,2 BHK,975.0,2.0,49.72,2,5099.48717948718
New Gurappana Palya,3 BHK,2000.0,4.0,260.0,3,13000.0
Jakkur,2 BHK,1230.0,2.0,158.0,2,12845.528455284553
Guddadahalli,4 Bedroom,1350.0,4.0,280.0,4,20740.74074074074
KR Puram,2 BHK,1076.0,2.0,134.0,2,12453.531598513011
Kumaraswami Layout,7 Bedroom,2400.0,7.0,250.0,7,10416.666666666666
Vasanthpura,3 BHK,995.0,2.0,69.64,3,6998.994974874372
Kodigehaali,3 BHK,2120.0,3.0,354.0,3,16698.11320754717
Kasthuri Nagar East Of NGEF,6 Bedroom,2400.0,7.0,920.0,6,38333.333333333336
Chikka Gowdanapalya.,6 Bedroom,850.0,6.0,156.0,6,18352.941176470587
Electronic City,2 BHK,1096.0,2.0,81.1,2,7399.635036496349
Horamavu Agara,2 BHK,1107.83,2.0,83.02,2,7493.929574032118
Chamrajpet,1 BHK,505.0,1.0,170.0,1,33663.36633663366
Sarjapur  Road,2 BHK,1320.0,2.0,230.0,2,17424.242424242424
8th Phase JP Nagar,3 BHK,1431.5,3.0,144.04,3,10062.172546280126
Whitefield,2 BHK,1320.0,2.0,198.52,2,15039.39393939394
Whitefield,3 BHK,2901.0,4.0,380.0,3,13098.931402964496
GM Palaya,3 BHK,1315.0,2.0,130.0,3,9885.931558935361
VGP Layout,2 BHK,1000.0,2.0,88.0,2,8800.0
Hosakerehalli,3 BHK,1596.0,3.0,159.6,3,10000.0
Bannerghatta Road,3 BHK,1750.0,3.0,260.0,3,14857.142857142857
Whitefield,4 Bedroom,2403.0,4.0,540.0,4,22471.91011235955
Old Madras Road,3 BHK,1350.0,3.0,94.5,3,7000.0
"TR Mill Road, Chamarajpet",2 BHK,1175.0,2.0,158.0,2,13446.808510638299
Talaghattapura,2 BHK,921.0,2.0,58.94,2,6399.56568946797
Malleshwaram,4 Bedroom,4000.0,4.0,2200.0,4,55000.0
Sultan Palaya,3 BHK,1713.0,3.0,250.0,3,14594.279042615295
Ittamadu,2 BHK,1200.0,2.0,86.0,2,7166.666666666667
8th Phase JP Nagar,3 Bedroom,1900.0,4.0,180.0,3,9473.684210526315
Kudlu Gate,3 BHK,1664.0,3.0,136.0,3,8173.076923076923
Binny Pete,3 BHK,1795.0,3.0,278.0,3,15487.465181058496
Kereguddadahalli,1 BHK,600.0,1.0,39.0,1,6500.0
Hoodi,2 BHK,1240.0,2.0,130.0,2,10483.870967741936
Hegde Nagar,3 BHK,1965.0,4.0,264.0,3,13435.114503816794
Vishveshwarya Layout,3 Bedroom,600.0,4.0,198.0,3,33000.0
Sarjapur,4 Bedroom,4111.0,4.0,740.0,4,18000.486499635124
Electronics City Phase 1,2 BHK,1200.0,2.0,119.52,2,9960.0
Ganga Nagar,2 BHK,1112.0,2.0,136.0,2,12230.21582733813
Raja Rajeshwari Nagar,3 BHK,3000.0,3.0,120.0,3,4000.0
Mahadevpura,2 BHK,1136.0,2.0,129.0,2,11355.633802816901
Jigani,2 BHK,914.0,2.0,110.0,2,12035.010940919037
Poorna Pragna Layout,3 BHK,1270.0,2.0,101.58,3,7998.425196850394
Rachenahalli,2 BHK,1050.0,2.0,94.5,2,9000.0
Marathahalli,3 BHK,1385.0,2.0,137.0,3,9891.696750902527
Medahalli,2 BHK,990.0,2.0,70.0,2,7070.707070707071
Yelahanka,2 BHK,845.0,2.0,86.0,2,10177.514792899408
Whitefield,2 BHK,1485.0,2.0,193.02,2,12997.979797979799
Kanakapura,3 BHK,1460.0,2.0,87.58,3,5998.630136986301
Thanisandra,2 BHK,1450.0,2.0,114.0,2,7862.068965517241
HSR Layout,3 BHK,1360.0,2.0,106.0,3,7794.117647058823
Singasandra,2 BHK,1375.0,2.0,116.0,2,8436.363636363636
Uttarahalli,2 BHK,1125.0,2.0,96.0,2,8533.333333333334
Banashankari,1 BHK,720.0,1.0,120.0,1,16666.666666666668
7th Phase JP Nagar,3 BHK,1460.0,2.0,200.0,3,13698.630136986301
Green View Layout,2 BHK,1107.0,2.0,80.0,2,7226.738934056008
Maruthi Nagar,2 BHK,1158.0,2.0,150.0,2,12953.36787564767
Yelachenahalli,2 BHK,800.0,1.0,60.0,2,7500.0
Sector 2 HSR Layout,9 Bedroom,600.0,9.0,180.0,9,30000.0
Bhoganhalli,3 BHK,1760.0,3.0,256.0,3,14545.454545454546
Nandi Hills,4 Bedroom,3200.0,4.0,400.0,4,12500.0
HAL 2nd Stage,2 Bedroom,600.0,3.0,290.0,2,48333.333333333336
TC Palaya,3 Bedroom,1350.0,3.0,120.0,3,8888.888888888889
Giri Nagar,6 Bedroom,600.0,6.0,200.0,6,33333.333333333336
Huskur,2 BHK,1125.0,2.0,64.98,2,5776.0
Frazer Town,3 BHK,1706.0,3.0,308.0,3,18053.927315357563
BTM Layout,3 BHK,1600.0,3.0,224.0,3,14000.0
Ramesh Nagar,2 BHK,1200.0,2.0,180.0,2,15000.0
Whitefield,3 BHK,1755.0,3.0,202.0,3,11509.97150997151
Hulimavu,2 BHK,1200.0,2.0,100.0,2,8333.333333333334
BEML Layout,2 BHK,1200.0,2.0,134.0,2,11166.666666666666
Chokkanahalli,2 BHK,1266.67,2.0,138.0,2,10894.7081718206
Kariyammana Agrahara,3 BHK,1800.0,3.0,180.0,3,10000.0
Sector 7 HSR Layout,3 Bedroom,1200.0,4.0,550.0,3,45833.333333333336
2nd Phase Judicial Layout,3 BHK,1300.0,3.0,128.0,3,9846.153846153846
Nirman Layout,3 Bedroom,800.0,3.0,120.0,3,15000.0
Whitefield,4 Bedroom,4800.0,5.0,1100.0,4,22916.666666666668
Mysore Road,2 BHK,1029.5,2.0,101.71,2,9879.553181155901
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,80.0,2,7092.198581560284
NS Palya,2 Bedroom,2000.0,2.0,320.0,2,16000.0
Panathur,2 BHK,1210.0,2.0,160.0,2,13223.140495867769
Arekere,4 BHK,2710.0,6.0,284.0,4,10479.70479704797
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,78.0,2,6776.715899218071
Rajaji Nagar,5 BHK,7500.0,8.0,3400.0,5,45333.333333333336
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,112.0,3,7650.273224043716
Electronic City,2 BHK,1017.0,2.0,54.0,2,5309.734513274337
Sarjapur  Road,2 BHK,920.0,2.0,80.0,2,8695.652173913044
HRBR Layout,4 Bedroom,1200.0,3.0,360.0,4,30000.0
Nyanappana Halli,5 Bedroom,1000.0,5.0,280.0,5,28000.0
Munnekollal,3 BHK,1750.0,3.0,173.0,3,9885.714285714286
Dasanapura,2 BHK,1163.0,2.0,130.0,2,11177.98796216681
7th Phase JP Nagar,3 BHK,1650.0,3.0,220.0,3,13333.333333333334
Kundalahalli Colony,3 BHK,1800.0,3.0,190.0,3,10555.555555555555
CV Raman Nagar,2 BHK,1100.0,2.0,116.0,2,10545.454545454546
R.T. Nagar,2 BHK,1200.0,2.0,120.0,2,10000.0
Ganga Nagar,3 BHK,1410.0,3.0,130.0,3,9219.85815602837
Begur Road,3 BHK,1933.0,3.0,196.0,3,10139.679255043973
Begur Road,2 BHK,1200.0,2.0,91.2,2,7600.0
Whitefield,3 BHK,1608.0,2.0,126.0,3,7835.820895522388
Jakkasandra Extension,4 Bedroom,2679.0,5.0,560.0,4,20903.322135125047
Horamavu Banaswadi,2 BHK,1156.0,2.0,93.8,2,8114.186851211072
T.C PALYA,2 Bedroom,1230.0,2.0,150.0,2,12195.121951219513
Kasavanhalli,1 BHK,770.0,1.0,87.64,1,11381.818181818182
Ardendale,3 BHK,1777.26,3.0,210.0,3,11815.941392930692
Kanakpura Road,2 BHK,1339.0,2.0,170.0,2,12696.041822255414
Sarjapur  Road,3 Bedroom,3044.0,3.0,366.0,3,12023.65308804205
Chennappa Layout,2 BHK,1080.0,2.0,89.6,2,8296.296296296296
Doddabommasandra,8 Bedroom,3150.0,5.0,290.0,8,9206.349206349207
Nagadevanahalli,2 Bedroom,2400.0,2.0,270.0,2,11250.0
Hulimavu,3 BHK,1450.0,3.0,144.0,3,9931.034482758621
Kothanur,2 BHK,1075.0,2.0,106.0,2,9860.46511627907
Sarjapur  Road,3 BHK,1163.0,2.0,124.0,3,10662.08082545142
TC Palaya,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Kattigenahalli,8 Bedroom,1200.0,8.0,270.0,8,22500.0
Marathahalli,4 Bedroom,3090.0,4.0,650.0,4,21035.59870550162
Hebbal,2 BHK,1299.0,2.0,200.0,2,15396.458814472671
Electronic City,2 BHK,1130.0,2.0,65.26,2,5775.221238938054
HRBR Layout,2 BHK,1170.0,2.0,150.0,2,12820.51282051282
Yelahanka,4 BHK,2600.0,4.0,350.0,4,13461.538461538461
KR Puram,2 BHK,1140.0,2.0,86.64,2,7600.0
Kanakpura Road,3 BHK,1900.0,3.0,250.0,3,13157.894736842105
Bommasandra Industrial Area,2 BHK,1090.0,2.0,62.96,2,5776.146788990825
Electronic City,2 BHK,1110.0,2.0,79.9,2,7198.198198198199
Nagavarapalya,1 BHK,705.0,1.0,114.0,1,16170.212765957447
HBR Layout,2 BHK,1089.0,2.0,120.0,2,11019.283746556473
tc.palya,2 Bedroom,880.0,2.0,96.0,2,10909.09090909091
Kereguddadahalli,2 BHK,1080.0,2.0,64.0,2,5925.925925925926
Thanisandra,2 BHK,1093.0,2.0,136.2,2,12461.116193961572
Banashankari Stage III,3 BHK,1480.0,3.0,150.96,3,10200.0
Hegde Nagar,3 BHK,1703.0,3.0,250.0,3,14679.976512037581
Hebbal,2 BHK,1200.0,2.0,120.0,2,10000.0
Marathahalli,3 BHK,1690.0,3.0,232.0,3,13727.810650887574
Yelahanka,2 BHK,1305.0,2.0,156.0,2,11954.022988505747
Talaghattapura,3 BHK,1257.0,2.0,80.44,3,6399.363564041369
Subash Nagar,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Stage-4 Bommanahalli,2 BHK,1194.0,2.0,110.0,2,9212.730318257956
Chokkahalli,3 Bedroom,2000.0,3.0,180.0,3,9000.0
Anekal,3 Bedroom,1500.0,4.0,198.0,3,13200.0
Bellari Road,2 BHK,1025.0,2.0,85.0,2,8292.682926829268
Horamavu Agara,2 BHK,980.0,2.0,76.38,2,7793.877551020408
Hosakerehalli,3 Bedroom,1200.0,2.0,200.0,3,16666.666666666668
Whitefield,3 BHK,2225.0,3.0,298.0,3,13393.258426966293
Ashirvad Colony,2 BHK,1022.0,2.0,114.0,2,11154.598825831703
Sidedahalli,4 Bedroom,882.0,3.0,144.0,4,16326.530612244898
Narayanapura,2 BHK,1153.0,2.0,90.0,2,7805.724197745013
Pai Layout,2 BHK,1175.0,2.0,120.0,2,10212.765957446809
Vidyaranyapura,3 BHK,1560.0,3.0,136.0,3,8717.948717948719
Yelahanka New Town,1 BHK,650.0,1.0,34.0,1,5230.7692307692305
Vishwapriya Nagar,3 Bedroom,600.0,3.0,130.0,3,21666.666666666668
Billekahalli,2 BHK,1350.0,3.0,110.0,2,8148.148148148148
Akshya Nagar,2 Bedroom,1200.0,2.0,152.0,2,12666.666666666666
Telecom Layout,2 BHK,1200.0,1.0,108.0,2,9000.0
Chandapura,2 BHK,800.0,2.0,50.0,2,6250.0
Electronic City,4 BHK,2093.0,4.0,208.0,4,9937.888198757764
Uttarahalli,3 BHK,1320.0,2.0,110.88,3,8400.0
Bannerghatta Road,2 BHK,1275.0,2.0,146.0,2,11450.980392156862
Begur Road,2 BHK,1215.0,2.0,86.26,2,7099.588477366256
Kanakapura,2 BHK,1130.0,2.0,90.4,2,8000.0
Begur Road,3 BHK,1444.0,2.0,143.0,3,9903.047091412742
Vikram Nagar,2 BHK,950.0,2.0,76.0,2,8000.0
Padmanabhanagar,2 BHK,1000.0,1.0,180.0,2,18000.0
Banashankari Stage II,3 BHK,1240.0,2.0,119.04,3,9600.0
2nd Stage Nagarbhavi,4 Bedroom,600.0,4.0,250.0,4,41666.666666666664
Hennur,2 BHK,1231.0,2.0,100.0,2,8123.476848090983
Benson Town,2 BHK,1300.0,2.0,240.0,2,18461.53846153846
Yeshwanthpur,3 BHK,1713.0,3.0,220.0,3,12842.965557501459
Kogilu,2 BHK,1200.0,2.0,106.66,2,8888.333333333334
Sarjapur  Road,3 Bedroom,3004.0,4.0,316.0,3,10519.30758988016
Sonnenahalli,3 BHK,1310.0,2.0,92.0,3,7022.900763358779
Jalahalli,2 BHK,790.0,2.0,99.0,2,12531.645569620254
Koramangala,3 BHK,1744.0,3.0,400.0,3,22935.77981651376
Amblipura,3 BHK,1605.0,3.0,200.0,3,12461.059190031152
Whitefield,2 BHK,1250.0,2.0,164.0,2,13120.0
Malleshwaram,3 BHK,2476.0,3.0,674.0,3,27221.324717285945
Subramanyapura,3 BHK,1260.0,2.0,152.0,3,12063.492063492064
Rajaji Nagar,3 BHK,1615.0,3.0,350.0,3,21671.826625386995
Yelahanka,2 BHK,1180.0,2.0,112.0,2,9491.525423728814
Uttarahalli,3 BHK,1255.0,2.0,100.38,3,7998.406374501992
Electronic City,2 BHK,1025.0,2.0,107.8,2,10517.073170731708
Sarjapur  Road,3 BHK,1877.0,4.0,300.0,3,15982.951518380394
Lakshminarayana Pura,3 BHK,1649.0,3.0,300.0,3,18192.844147968466
5th Block Hbr Layout,9 Bedroom,2600.0,12.0,1350.0,9,51923.07692307692
Hennur,5 Bedroom,2500.0,5.0,250.0,5,10000.0
Doddakammanahalli,3 BHK,1542.0,3.0,196.0,3,12710.76523994812
Thigalarapalya,2 BHK,1418.0,2.0,210.0,2,14809.590973201692
Sarvabhouma Nagar,2 BHK,1012.0,2.0,84.0,2,8300.395256916996
Chandapura,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Sarjapur  Road,2 BHK,1115.0,2.0,86.0,2,7713.004484304933
Green Glen Layout,3 BHK,1680.0,4.0,190.0,3,11309.52380952381
Old Madras Road,2 BHK,1171.0,2.0,144.0,2,12297.181895815542
Tumkur Road,2 BHK,1027.0,2.0,137.24,2,13363.193768257059
Shampura,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
Kanakapura,2 BHK,1090.0,2.0,76.3,2,7000.0
Hennur Road,2 BHK,1232.0,2.0,148.0,2,12012.987012987012
Anekal,2 BHK,766.0,2.0,56.0,2,7310.704960835509
Banashankari Stage III,5 Bedroom,1200.0,5.0,360.0,5,30000.0
Kanakpura Road,1 BHK,525.0,1.0,54.0,1,10285.714285714286
JP Nagar,3 BHK,1452.0,2.0,82.0,3,5647.382920110193
Choodasandra,3 BHK,1254.0,2.0,130.0,3,10366.826156299841
MS Pallya,5 Bedroom,3600.0,5.0,220.0,5,6111.111111111111
Kanakpura Road,3 BHK,1593.0,3.0,236.0,3,14814.814814814816
ITI Layout,2 BHK,1333.0,2.0,154.54,2,11593.398349587396
Herohalli,3 Bedroom,1100.0,3.0,220.0,3,20000.0
Raja Rajeshwari Nagar,3 BHK,1375.0,2.0,109.98,3,7998.545454545455
Ardendale,3 BHK,1650.0,3.0,164.0,3,9939.39393939394
Thanisandra,3 BHK,1430.0,2.0,102.96,3,7200.0
Electronic City,2 BHK,940.0,2.0,108.0,2,11489.36170212766
Electronic City,1 BHK,435.0,1.0,42.0,1,9655.172413793103
Begur Road,2 BHK,1160.0,2.0,73.08,2,6300.0
Electronic City,3 BHK,1500.0,2.0,155.0,3,10333.333333333334
Koramangala,3 BHK,1890.0,2.0,200.0,3,10582.010582010582
Doopanahalli,2 BHK,1050.0,2.0,140.0,2,13333.333333333334
Singasandra,6 Bedroom,1200.0,6.0,440.0,6,36666.666666666664
Haralur Road,2 BHK,1027.0,2.0,86.0,2,8373.904576436222
Seegehalli,3 Bedroom,3000.0,4.0,470.0,3,15666.666666666666
Tumkur Road,3 BHK,1459.0,2.0,190.0,3,13022.618231665525
Yelahanka,3 BHK,1711.0,3.0,171.22,3,10007.013442431327
Hoodi,2 BHK,1250.0,2.0,196.0,2,15680.0
Chandapura,1 BHK,645.0,1.0,32.9,1,5100.775193798449
Anandapura,2 Bedroom,875.0,2.0,114.0,2,13028.57142857143
Ramamurthy Nagar,2 BHK,1334.0,2.0,134.0,2,10044.977511244379
Huskur,2 BHK,1140.0,2.0,65.84,2,5775.438596491228
Sarjapur  Road,2 BHK,1115.0,2.0,100.0,2,8968.609865470851
Amruthahalli,3 Bedroom,1200.0,5.0,400.0,3,33333.333333333336
Rajaji Nagar,3 BHK,1776.0,3.0,380.0,3,21396.396396396398
Thigalarapalya,3 BHK,2072.0,4.0,320.0,3,15444.015444015444
Kundalahalli,3 Bedroom,1600.0,3.0,340.0,3,21250.0
Lakshmi Layout,6 Bedroom,1200.0,4.0,230.0,6,19166.666666666668
Kengeri Satellite Town,2 BHK,920.0,2.0,78.0,2,8478.260869565218
Chandapura,2 BHK,778.0,2.0,50.58,2,6501.285347043702
Nagasandra,4 Bedroom,1310.0,3.0,190.0,4,14503.81679389313
Electronic City,3 BHK,1631.0,3.0,160.0,3,9809.932556713673
Kanakpura Road,1 BHK,525.0,1.0,55.0,1,10476.190476190477
Jalahalli,3 BHK,1395.0,3.0,164.0,3,11756.27240143369
Devi Nagar,3 BHK,2000.0,3.0,210.0,3,10500.0
Hennur Road,2 BHK,1232.0,2.0,132.0,2,10714.285714285714
Virupakshapura,2 BHK,1075.0,2.0,110.0,2,10232.558139534884
Gubbalala,2 BHK,1205.0,2.0,140.0,2,11618.257261410788
Muthyala Nagar,4 Bedroom,1200.0,4.0,330.0,4,27500.0
Rajiv Nagar,4 BHK,2340.0,5.0,258.0,4,11025.641025641025
Rayasandra,3 BHK,1179.0,2.0,110.0,3,9329.94062765055
Kodigehaali,2 BHK,1013.0,2.0,102.0,2,10069.101678183613
Uttarahalli,2 BHK,1160.0,2.0,81.2,2,7000.0
7th Phase JP Nagar,2 BHK,1200.0,2.0,125.0,2,10416.666666666666
Nrupathunga Nagar,7 Bedroom,1200.0,5.0,160.0,7,13333.333333333334
Uttarahalli,3 BHK,1255.0,2.0,100.38,3,7998.406374501992
Richmond Town,3 BHK,1100.0,2.0,290.0,3,26363.636363636364
Samethanahalli,2 BHK,1069.0,2.0,110.0,2,10289.990645463049
Kyalasanahalli,3 Bedroom,1200.0,3.0,198.0,3,16500.0
Kudlu Gate,1 BHK,1400.0,1.0,570.0,1,40714.28571428572
Marathahalli,2 BHK,1065.0,2.0,110.0,2,10328.638497652582
Lakshminarayana Pura,2 BHK,1395.0,2.0,150.0,2,10752.68817204301
Hebbal Kempapura,3 BHK,1725.0,2.0,330.0,3,19130.434782608696
Coconut Grove Layout,2 BHK,1007.0,2.0,86.0,2,8540.218470705064
Kengeri,3 BHK,1436.0,2.0,110.0,3,7660.16713091922
Amrita Nagar,6 BHK,4250.0,6.0,300.0,6,7058.823529411765
Hebbal,3 BHK,1645.0,3.0,234.0,3,14224.924012158055
Kengeri,2 Bedroom,1200.0,2.0,116.0,2,9666.666666666666
Mysore Road,2 BHK,940.0,2.0,87.22,2,9278.72340425532
KR Puram,6 Bedroom,4300.0,6.0,350.0,6,8139.53488372093
Hebbal,3 BHK,2850.0,5.0,686.0,3,24070.175438596492
Indira Nagar,3 BHK,1740.0,3.0,382.0,3,21954.02298850575
Haralur Road,2 BHK,1194.0,2.0,94.0,2,7872.696817420436
Sadashiva Nagar,3 BHK,3761.0,3.0,1300.0,3,34565.275192767884
Dodda Nekkundi,3 BHK,1829.0,3.0,250.0,3,13668.671405139421
Whitefield,4 Bedroom,1800.0,4.0,356.0,4,19777.777777777777
Austin Town,2 BHK,1000.0,2.0,120.0,2,12000.0
Venkatapura,3 Bedroom,5720.0,3.0,700.0,3,12237.762237762237
Vignana Nagar,5 Bedroom,800.0,4.0,196.0,5,24500.0
Kadabagere,2 BHK,675.0,1.0,30.0,2,4444.444444444444
Hebbal,2 BHK,1390.0,2.0,190.0,2,13669.06474820144
Lakshminarayana Pura,3 BHK,1500.0,3.0,208.0,3,13866.666666666666
Vijayanagar,3 BHK,2047.0,3.0,272.0,3,13287.738153395212
Jakkur,2 BHK,1202.0,2.0,158.0,2,13144.758735440932
Kodbisanhalli,2 BHK,1012.0,2.0,118.0,2,11660.0790513834
Gunjur,3 BHK,2132.0,3.0,160.0,3,7504.6904315197
Raja Rajeshwari Nagar,4 Bedroom,1350.0,4.0,680.0,4,50370.37037037037
Whitefield,1 BHK,605.0,1.0,80.0,1,13223.140495867769
Harlur,2 BHK,1331.0,2.0,176.0,2,13223.140495867769
Margondanahalli,2 Bedroom,1200.0,2.0,138.0,2,11500.0
Kumara Park,2 BHK,1150.0,2.0,500.0,2,43478.260869565216
Sahakara Nagar,2 Bedroom,1200.0,2.0,272.0,2,22666.666666666668
Anand Nagar,2 Bedroom,1800.0,2.0,600.0,2,33333.333333333336
Kammanahalli,3 Bedroom,600.0,2.0,100.0,3,16666.666666666668
Akshaya Vana,3 BHK,1280.0,2.0,98.0,3,7656.25
Balagere,2 BHK,1007.0,2.0,124.0,2,12313.803376365442
Thanisandra,3 BHK,1370.0,2.0,122.0,3,8905.109489051094
Kalkere,2 BHK,925.0,2.0,70.0,2,7567.5675675675675
TC Palaya,2 BHK,1500.0,2.0,150.0,2,10000.0
Attibele,1 BHK,450.0,1.0,25.0,1,5555.555555555556
Peenya,4 Bedroom,1200.0,4.0,280.0,4,23333.333333333332
Hennur Road,2 BHK,1341.0,2.0,190.0,2,14168.530947054436
2nd Phase Judicial Layout,3 BHK,1350.0,2.0,94.5,3,7000.0
Tumkur Road,2 BHK,992.0,2.0,120.0,2,12096.774193548386
Uttarahalli,2 BHK,1163.0,2.0,136.0,2,11693.895098882202
Sarjapur  Road,2 BHK,1229.0,2.0,140.0,2,11391.375101708707
Gowdanapalya,2 Bedroom,600.0,2.0,78.0,2,13000.0
Electronic City Phase II,2 BHK,1219.0,2.0,122.52,2,10050.861361771944
Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,198.26,3,13000.655737704918
Kasavanhalli,2 BHK,1147.0,2.0,120.0,2,10462.074978204011
Akshaya Nagar,3 BHK,1412.0,2.0,176.0,3,12464.589235127478
Munnekollal,9 Bedroom,1200.0,9.0,430.0,9,35833.333333333336
Sarjapur  Road,2 BHK,1044.0,2.0,69.54,2,6660.919540229886
Nagarbhavi,2 BHK,1190.0,2.0,126.0,2,10588.235294117647
Nagadevanahalli,3 BHK,1240.0,2.0,130.0,3,10483.870967741936
Jigani,3 BHK,1352.0,3.0,130.0,3,9615.384615384615
Ashwathnagar,2 BHK,1100.0,2.0,110.0,2,10000.0
Uttarahalli,3 BHK,1330.0,2.0,79.8,3,6000.0
RR Layout,3 BHK,1700.0,3.0,222.0,3,13058.823529411764
Electronic City,2 BHK,1355.0,2.0,134.0,2,9889.29889298893
Ramamurthy Nagar,2 BHK,1200.0,2.0,92.0,2,7666.666666666667
Kengeri,1 BHK,400.0,2.0,50.0,1,12500.0
Sarjapur  Road,2 BHK,1342.0,2.0,140.0,2,10432.190760059613
Begur Road,3 BHK,1615.0,3.0,101.74,3,6299.69040247678
Vinayaka Nagar,2 BHK,1340.0,2.0,130.0,2,9701.492537313432
Jakkuru Layout,2 BHK,1200.0,2.0,108.0,2,9000.0
Yeshwanthpur,1 Bedroom,400.0,1.0,110.0,1,27500.0
Devanahalli,2 BHK,1080.0,2.0,104.0,2,9629.62962962963
Gollahalli,2 BHK,1600.0,2.0,62.0,2,3875.0
Electronic City,2 BHK,1200.0,2.0,68.0,2,5666.666666666667
Hennur Road,3 Bedroom,2700.0,3.0,300.0,3,11111.111111111111
Billapura,3 Bedroom,1780.0,3.0,220.0,3,12359.550561797752
Amruthahalli,3 BHK,1605.0,3.0,130.0,3,8099.688473520249
Ulsoor,4 BHK,7200.0,5.0,3168.0,4,44000.0
Doddabommasandra,3 Bedroom,646.0,2.0,130.0,3,20123.839009287927
Kammanahalli,2 BHK,1200.0,2.0,160.0,2,13333.333333333334
Margondanahalli,2 Bedroom,900.0,2.0,98.0,2,10888.888888888889
Sarjapur,3 Bedroom,1830.0,3.0,176.0,3,9617.486338797815
Vishwapriya Layout,5 Bedroom,690.0,4.0,166.0,5,24057.971014492752
Srirampuram,1 BHK,650.0,1.0,1000.0,1,153846.15384615384
MS Pallya,5 Bedroom,1800.0,4.0,136.0,5,7555.555555555556
Chandapura,3 BHK,715.0,2.0,64.0,3,8951.048951048951
Chandapura,3 BHK,1230.0,2.0,62.74,3,5100.8130081300815
Uttarahalli,2 BHK,1065.0,2.0,85.18,2,7998.1220657277
2nd Phase JP Nagar,8 Bedroom,1350.0,8.0,370.0,8,27407.40740740741
Srinagar,3 Bedroom,1080.0,3.0,298.0,3,27592.59259259259
KHB Colony Extension,3 BHK,900.0,2.0,130.0,3,14444.444444444445
Devasthanagalu,2 BHK,946.0,2.0,90.0,2,9513.742071881607
Laggere,1 BHK,1500.0,1.0,120.0,1,8000.0
Sarjapur  Road,3 BHK,1711.0,3.0,220.0,3,12857.977790765633
Attur Layout,4 Bedroom,1200.0,3.0,320.0,4,26666.666666666668
